ID,Question,GT_Answer,SKnowGPT,Ranked_KG_output
24,what type of drug is amphetamine,"Amphetamine (Adzenys ER, Adzenys XR, Dyanavel XR, Evekeo) is used as part of a treatment program to control symptoms of attention deficit hyperactivity disorder (ADHD; more difficulty focusing, controlling actions, and remaining still or quiet than other people who are the same age) in adults and children. Amphetamine (Evekeo) is used to treat narcolepsy (a sleep disorder that causes excessive daytime sleepiness and sudden attacks of sleep). Amphetamine (Evekeo) is also used for a limited period of time (a few weeks) along with a reduced calorie diet and an exercise plan for weight loss in obese people unable to lose weight. Amphetamine is in a class of medications called central nervous system stimulants. It works by changing the amounts of certain natural substances in the brain.",Amphetamine is a type of Central Nervous System Stimulant.,"['Dextroamphetamine  is a type of  Central Nervous System Stimulants', 'Dextroamphetamine  may require  discontinuation if severe side effects occur', 'Dextroamphetamine  comes as  Extended release capsule  Liquid  Tablet', 'Dextroamphetamine  should be used as part of  ADHD treatment program', 'Dextroamphetamine  has brand name  Dexampex  Dexedrine  DextroStat  Ferndex  LiquADD  ProCentra', 'Dextroamphetamine  can treat  Narcolepsy  ADHD', 'Dextroamphetamine  may cause  Depression  Habit formation  Heart problems  Sudden death in children with heart defects  Sudden death in adults with heart defects  Growth or weight gain issues in children  Seizures', ""Dextroamphetamine  should not be taken with  MAO inhibitors  Tryptophan  Glutamic acid  Ascorbic acid  Sodium acid phosphate  Sodium bicarbonate  Omeprazole  Diphenhydramine  Loratadine  Fexofenadine  Chlorpheniramine  Cetirizine  St. John's wort""]"
25,how to come off citalopram,"If you suddenly stop taking citalopram, you may experience withdrawal symptoms such as mood changes, irritability, agitation, dizziness, numbness, tingling or electric shock-like sensations in the hands or feet, anxiety, confusion, headache, tiredness, nausea, sweating, shaking, and difficulty falling asleep or staying asleep. Do not stop taking citalopram without talking to your doctor. Your doctor will probably decrease your dose gradually.","To come off citalopram, it should be tapered gradually to avoid withdrawal symptoms. It is important to discuss the risks and benefits if the patient is pregnant and not take citalopram concurrently with MAO inhibitors. If severe side effects occur, discontinuation may be necessary. Citalopram is used to treat depression and belongs to the class of Selective serotonin reuptake inhibitors (SSRIs). It should be reconsidered if suicidal thoughts occur in young patients. Citalopram increases serotonin levels and should not be taken with Escitalopram (Lexapro), Pimozide (Orap), or Monoamine oxidase (MAO) inhibitors.","['Citalopram  requires  Discussion of risks and benefits if patient is pregnant', 'Citalopram  should not be taken  Concurrently with MAO inhibitors', 'Citalopram  may require  Discontinuation if severe side effects occur', 'Citalopram  should be tapered  Gradually to avoid withdrawal symptoms', 'Citalopram  is used to treat  Depression', 'Citalopram  should be reconsidered  If suicidal thoughts occur in young patients', 'Citalopram  increases  Serotonin', 'Citalopram  belongs to class  Selective serotonin reuptake inhibitors SSRIs', 'Citalopram  should not be taken with  Escitalopram Lexapro  Pimozide Orap  Monoamine oxidase MAO inhibitors', 'Citalopram  brand name  Celexa®']"
26,wetting in pants after penicillin shot?,Penicillin G benzathine and penicillin G procaine injection may cause side effects.,"It is not common for wetting in pants to occur after a penicillin shot. If you are experiencing this symptom, it is important to consult with a healthcare provider for further evaluation and management.","['If severe reactions occur  then  Infusion should be stopped', 'Intravenous injection  is performed by  Nurse  Doctor', 'Allergic reactions  may not respond to  Epinephrine', 'Allergic reactions  include  Ferumoxytol Feraheme  Iron dextran Dexferrum Infed Proferdex  Sodium ferric gluconate Ferrlecit', 'Human Insulin Injection  should not be used if  Insulin appears cloudy or clumpy', 'Human Insulin Injection  requires  Needles  Syringes', 'Human Insulin Injection  not compatible with  Alcohol  Niacin  Salicylates', 'Human Insulin Injection  may cause  Dizziness  Rash  Swelling  Wheezing  Itching  Abnormal Heartbeat  Blurred Vision  Difficulty Breathing  Fast Heartbeat  Hyperglycemia  Hypoglycemia  Muscle Cramps  Shortness of Breath  Sweating  Weight Gain', 'Human Insulin Injection  comes in  Cartridges  Prefilled Disposable Dosing Devices  Vials', 'Human Insulin Injection  prescribed for  Type 1 Diabetes  Type 2 Diabetes']"
27,how to inject insulin,"Your doctor will tell you which type(s) of insulin to use, how much insulin to use, and how often to inject insulin. Follow these directions carefully. Do not use more or less insulin or use it more often than prescribed by your doctor.","To inject insulin, you will need needles, syringes, and the insulin itself in either cartridges, prefilled disposable dosing devices, or vials. Insulin is administered by subcutaneous injection. Make sure the insulin is not cloudy or clumpy before use. Insulin is used to control blood sugar levels in patients with Type 1 or Type 2 Diabetes. Be aware of potential side effects such as dizziness, rash, swelling, wheezing, itching, abnormal heartbeat, blurred vision, difficulty breathing, fast heartbeat, hyperglycemia, hypoglycemia, muscle cramps, shortness of breath, sweating, and weight gain. If severe side effects occur, discontinue use and seek alternative treatments.","['Human Insulin Injection  should not be used if  Insulin appears cloudy or clumpy', 'Human Insulin Injection  requires  Needles  Syringes', 'Human Insulin Injection  may require  Discontinuation if severe side effects occur  Alternative treatments if not effective', 'Human Insulin Injection  comes in  Cartridges  Prefilled Disposable Dosing Devices  Vials', 'Human Insulin Injection  belongs to class  Hormones', 'Human Insulin Injection  administered by  Intravenous Injection  Subcutaneous Injection', 'Human Insulin Injection  controls  Blood Sugar', 'Human Insulin Injection  prescribed for  Type 1 Diabetes  Type 2 Diabetes', 'Human Insulin Injection  may cause  Dizziness  Rash  Swelling  Wheezing  Itching  Abnormal Heartbeat  Blurred Vision  Difficulty Breathing  Fast Heartbeat  Hyperglycemia  Hypoglycemia  Muscle Cramps  Shortness of Breath  Sweating  Weight Gain', 'Human Insulin Injection  has brand names  Humulin 50/50  Humulin 70/30  Humulin N  Humulin R U 500  Humulin R  Myxredlin  Novolin 70/30  Novolin N  Novolin R']"
28,what to do if missed two days of thyroid medications,"Take the missed dose as soon as you remember it. However, if it is almost time for the next dose, skip the missed dose and continue your regular dosing schedule. Do not take a double dose to make up for a missed one. Tell your doctor if you miss two or more doses of thyroid in a row.","If you missed two days of thyroid medication, it is important to resume taking your medication as soon as possible. Consistency in taking thyroid medication is crucial for controlling symptoms of hypothyroidism. If you have any concerns or experience severe side effects, consult your healthcare provider for further guidance.","['Thyroid  may require  Discontinuation if severe side effects occur  Alternative treatments if not effective', 'Thyroid  comes as  Tablet', 'Thyroid  may cause  Serious side effects', 'Thyroid  has brand name  Armour® Thyroid', 'Thyroid  should not be taken with  Amphetamines', 'Thyroid  should not be used for  Weight loss in people without thyroid condition', 'Patient with overactive thyroid gland  should not take  Cyclobenzaprine', 'Thyroid  also known as  Desiccated thyroid  Thyroid extract  Thyroid gland', 'Thyroid  does not cure  Hypothyroidism', 'Thyroid  controls symptoms of  Hypothyroidism']"
29,how to stop taking amlodipine,Continue to take amlodipine even if you feel well. Do not stop taking amlodipine without talking to your doctor.,"To stop taking amlodipine, you should consult with your healthcare provider. Amlodipine should not be abruptly discontinued as it may lead to adverse effects. Your healthcare provider will provide guidance on how to safely taper off the medication.","['Amlodipine  does not stop  Chest pain once it starts', 'Amlodipine  should be taken  Around the same time every day  Once a day  With or without food', 'Amlodipine  should be disposed of  Through medicine take back program', 'Amlodipine  controls  Chest pain  High blood pressure if taken regularly', 'Amlodipine  may be prescribed  For other uses', 'Amlodipine  may cause  Side effects', 'Amlodipine  should not be flushed  Down the toilet', 'Amlodipine  belongs to class  Calcium channel blockers', 'Amlodipine  lowers  Blood pressure', 'Amlodipine  comes as  Oral solution  Suspension  Tablet']"
30,"why no side affects on hydromorphone listed, yet on reg inet they have a list?",Hydromorphone may cause side effects.,"The reason why no side effects are listed for hydromorphone could be due to the fact that the information provided focuses on how the medication should be taken, monitored, and potential risks such as opioid addiction and habit-forming tendencies. It is important to consult with a doctor or healthcare provider for a comprehensive list of potential side effects associated with hydromorphone.","['Hydromorphone  should be taken as directed  Patient', 'Hydromorphone  is in class of  Opiate analgesics', 'Hydromorphone  should be monitored by  Doctor', 'Hydromorphone  should not be taken with  Street drugs  Certain medications  Alcohol', 'Hydromorphone  should be disposed by  Flushing down the toilet', 'Hydromorphone  may increase risk of  Opioid addiction', 'Hydromorphone  may be habit forming  Prolonged use', 'Hydromorphone  also known as  Dihydromorphinone', 'Hydromorphone  can treat  Severe pain', 'Hydromorphone  works by  Changing brain and nervous system response to pain']"
31,can clots still occur when taking rivaroxaban,Rivaroxaban works by decreasing the clotting ability of the blood.,"Yes, clots can still occur when taking rivaroxaban. It is important to follow the prescribed dosage and instructions provided by your doctor to minimize the risk of clot formation.","['Rivaroxaban  prevents blood from clotting  normally', ""Rivaroxaban  should not be taken  with certain medications without doctor's advice"", 'Rivaroxaban  is used to treat  deep vein thrombosis and pulmonary embolism', 'Rivaroxaban  works by blocking  action of factor Xa', 'Rivaroxaban  may interact with  medications causing bleeding such as NSAIDs', 'Rivaroxaban  is used along with aspirin to lower  risk of heart attack stroke or death in CAD or PAD', 'Rivaroxaban  is used to prevent  strokes in patients with atrial fibrillation  DVT and PE after hip or knee replacement surgery', 'Rivaroxaban  may cause  side effects such as muscle spasm and pain in arms or legs', 'Rivaroxaban  can be crushed and mixed with  applesauce if patient unable to swallow tablets', 'Rivaroxaban  can be given through  feeding tube if patient unable to swallow tablets']"
32,what is naproxen used for,"Prescription naproxen is used to relieve pain, tenderness, swelling, and stiffness caused by osteoarthritis (arthritis caused by a breakdown of the lining of the joints), rheumatoid arthritis (arthritis caused by swelling of the lining of the joints), juvenile arthritis (a form of joint disease in children), and ankylosing spondylitis (arthritis that mainly affects the spine). Prescription naproxen tablets, extended-release tablets, and suspension are also used to relieve shoulder pain caused by bursitis (inflammation of a fluid-filled sac in the shoulder joint), tendinitis (inflammation of the tissue that connects muscle to bone), gouty arthritis (attacks of joint pain caused by a build-up of certain substances in the joints), and pain from other causes, including menstrual pain (pain that happens before or during a menstrual period). Nonprescription naproxen is used to reduce fever and to relieve mild pain from headaches, muscle aches, arthritis, menstrual periods, the common cold, toothaches, and backaches. Naproxen is in a class of medications called NSAIDs. It works by stopping the body's production of a substance that causes pain, fever, and inflammation.","Naproxen is used as a nonsteroidal anti-inflammatory drug (NSAID) to relieve pain, reduce inflammation, and decrease fever. It should be taken exactly as directed by a doctor or package instructions, should not be taken with other NSAIDs without doctor approval, and may be replaced with alternative treatments if not effective. It should not be taken if allergic to NSAIDs, should be discontinued if severe side effects occur, and should be stored at room temperature away from excess heat and moisture. Naproxen may cause serious side effects like heart attack or stroke in older adults, decrease fertility in women, and interact with certain medications like anticoagulants and SSRIs.","['Naproxen  should be taken  exactly as directed by doctor or package instructions', 'Naproxen  should not be taken with  other NSAIDs without doctor approval', 'Naproxen  may be replaced with  alternative treatments if not effective', 'Naproxen  should not be taken  if allergic to NSAIDs', 'Naproxen  should be discontinued if  severe side effects occur', 'Nonsteroidal anti inflammatory drugs NSAIDs  include  Ibuprofen  Naproxen', 'Naproxen  should be stored  at room temperature away from excess heat and moisture', 'Naproxen  may cause  heart attack or stroke  serious side effects in older adults', 'Naproxen  may decrease  fertility in women', 'Naproxen  may interact with  certain medications like anticoagulants and SSRIs']"
33,what is aldactazide used for,"The combination of spironolactone and hydrochlorothiazide is used to treat high blood pressure. This medication is also used to treat patients with edema (fluid retention) caused by various conditions, including heart, liver, or kidney disease. Spironolactone is in a class of medications called aldosterone receptor antagonists. It causes the kidneys to eliminate unneeded water and sodium from the body into the urine, but reduces the loss of potassium from the body. Hydrochlorothiazide is in a class of medications called diuretics (''water pills''). It works by causing the kidneys to get rid of unneeded water and salt from the body into the urine.","Hydrochlorothiazide, which is a type of diuretic, is used to treat edema, diabetes insipidus, and high blood pressure. It helps the kidneys eliminate unneeded water and salt from the body.","['Hydrochlorothiazide  is a type of  Diuretic', 'Hydrochlorothiazide  is in class  Diuretics', 'Hydrochlorothiazide  is used to prevent  Kidney stones', 'Hydrochlorothiazide  comes as  Tablet  Solution  Capsule', 'Hydrochlorothiazide  is used to treat  Edema  Diabetes insipidus  High blood pressure', 'Hydrochlorothiazide  has brand name  Esidrix  Hydrodiuril  Microzide  Oretic  Zide', 'Hydrochlorothiazide  should be stored at  Room temperature', 'Hydrochlorothiazide  should be stored away from  Heat and moisture', 'Hydrochlorothiazide  causes kidneys to eliminate  Unneeded water and salt', 'Spironolactone  causes kidneys to eliminate  Unneeded water and sodium']"
34,how to use albuterol oral inhalation demonstration video,"To inhale the aerosol using an inhaler, follow these steps:
Remove the protective dust cap from the end of the mouthpiece. If the dust cap was not placed on the mouthpiece, check the mouthpiece for dirt or other objects. Be sure that the canister is fully and firmly inserted in the mouthpiece.
If you are using the inhaler for the first time or if you have not used the inhaler in more than 14 days, you will need to prime it. You may also need to prime the inhaler if it has been dropped. Ask your pharmacist or check the manufacturer's information if this happens. To prime the inhaler, shake it well and then press down on the canister 4 times to release 4 sprays into the air, away from your face. Be careful not to get albuterol in your eyes.
Shake the inhaler well.
Breathe out as completely as possible through your mouth.
Hold the canister with the mouthpiece on the bottom, facing you and the canister pointing upward. Place the open end of the mouthpiece into your mouth. Close your lips tightly around the mouthpiece.
Breathe in slowly and deeply through the mouthpiece.At the same time, press down once on the container to spray the medication into your mouth.
Try to hold your breath for 10 seconds. remove the inhaler, and breathe out slowly.
If you were told to use 2 puffs, wait 1 minute and then repeat steps 3-7.
Replace the protective cap on the inhaler.
Clean your inhaler regularly. Follow the manufacturer's directions carefully and ask your doctor or pharmacist if you have any questions about cleaning your inhaler.
To inhale the powder using the inhaler, follow these steps. Do not use the Respiclick inhaler with a spacer:
If you will be using a new inhaler for the first time, remove it from the foil wrapper. Look at the dose counter at the back of the inhaler and check that you see the number 200 in the window.
Holding the inhaler upright, with the cap on the bottom and the inhaler pointing upwards, load the dose by opening the protective dust cap at the end of the mouthpiece until it clicks. Do not open the cap unless you are ready to use the inhaler. Every time the protective cap is opened, a dose is ready to inhale. You will see the number in the dose counter go down. Do not waste doses by opening the inhaler unless you are inhaling a dose.
Breathe out as completely as possible through your mouth. Do not blow or exhale into the inhaler.
Place the mouthpiece between your lips well into your mouth. Close your lips tightly around the mouthpiece. Inhale slowly and deeply through your mouth. Do not breath in through your nose. Make sure that your fingers or lips do not block the vent above the mouthpiece.
Remove the inhaler from your mouth and hold your breath for 10 seconds or as long as you comfortably can. Do not blow or exhale through the inhaler.
Close the cap firmly over the mouthpiece.
If you are to inhale 2 puffs, repeat steps 2-6.
Keep the inhaler clean and dry at all times. To clean your inhaler, use a clean, dry tissue or cloth. Do not wash or put any part of your inhaler in water.
To inhale the solution using a nebulizer, follow these steps;
Remove one vial of albuterol solution from the foil pouch. Leave the rest of the vials in the pouch until you are ready to use them.
Look at the liquid in the vial. It should be clear and colorless. Do not use the vial if the liquid is cloudy or discolored.
Twist off the top of the vial and squeeze all of the liquid into the nebulizer reservoir. If you are using your nebulizer to inhale other medications, ask your doctor or pharmacist if you can place the other medications in the reservoir along with albuterol.
Connect the nebulizer reservoir to the mouthpiece or face mask.
Connect the nebulizer to the compressor.
Place the mouthpiece in your mouth or put on the face mask. Sit in an upright, comfortable position and turn on the compressor.
Breathe in calmly, deeply, and evenly for about 5-15 minutes until mist stops forming in the nebulizer chamber.
Clean your nebulizer regularly. Follow the manufacturer's directions carefully and ask your doctor or pharmacist if you have any questions about cleaning your nebulizer.","To use albuterol oral inhalation, follow these steps:
1. Make sure the inhaler is clean and dry.
2. Shake the inhaler well before each use.
3. Breathe out fully, away from the inhaler.
4. Place the mouthpiece in your mouth and close your lips around it.
5. Inhale deeply and press down on the inhaler to release the medication.
6. Hold your breath for 10 seconds, then breathe out slowly.
7. If using a spacer, follow the manufacturer's instructions.
8. Rinse your mouth with water after each use to prevent side effects.
9. Store the inhaler at room temperature away from heat and moisture.
Remember to use albuterol oral inhalation as prescribed by your doctor and do not exceed the recommended dosage.","['Albuterol Oral Inhalation  is used in  Adults and children 4 years of age and older', 'Albuterol Oral Inhalation  works by  Relaxing and opening air passages to the lungs', 'Albuterol Oral Inhalation  controls symptoms of  Asthma and other lung diseases', 'Albuterol Oral Inhalation  does not cure  Asthma and other lung diseases', 'Albuterol Oral Inhalation  should be discontinued if  Severe side effects occur', 'Albuterol Oral Inhalation  is used to prevent and treat  Difficulty breathing wheezing shortness of breath coughing and chest tightness', 'Albuterol Oral Inhalation  may require alternative treatments if  Not effective', 'Albuterol aerosol inhaler  is designed to provide  60 or 200 inhalations', 'Albuterol Oral Inhalation  should not be used more often than  Prescribed by doctor', 'Albuterol inhalation  should be stored  At room temperature away from excess heat and moisture']"
35,why is pyridostigmine prescribed,Pyridostigmine is used to decrease muscle weakness resulting from myasthenia gravis.,"Pyridostigmine is prescribed to treat Myasthenia gravis. It should be taken with food, specifically milk, and should not be taken with alcohol. Pyridostigmine comes in various forms such as extended-release tablets, regular tablets, and syrup. Dose adjustments may be required based on patient response, and alternative treatments may be considered if not effective. Pyridostigmine may cause side effects such as muscle weakness, drowsiness, and upset stomach.","['Pyridostigmine  should not be taken with  Alcohol', 'Pyridostigmine  should be taken with  Milk  Food', 'Pyridostigmine  is used to treat  Myasthenia gravis', 'Pyridostigmine  comes as  Extended release tablet  Regular tablet  Syrup', 'Pyridostigmine  may require  Dose adjustment based on patient response  Discontinuation if severe side effects occur  Alternative treatments if not effective', 'Pyridostigmine  has brand name  Mestinon® Syrup  Mestinon® Timespan®  Mestinon®', 'Pyridostigmine  may cause  Muscle weakness  Severe illness in case of overdose  Side effects  Drowsiness  Upset stomach', 'Cholinesterase inhibitors  improve  Mental function', 'ACE inhibitors  work by  decreasing chemicals that tighten blood vessels']"
36,what is brand name of acetaminophen,"Acephen Rectal Suppository®
Feverall Rectal Suppository®
Mapap Rectal Suppository®
Neopap Supprettes Rectal Suppository®
Uniserts Rectal Suppository®
Aceta®¶
Actamin®
Adprin B®
Anacin®
Apacet®
Apara®
Apra®
Conacetol®
Dolono®
Feverall®
Genapap®
Genebs®
Gericet®
Halenol®
Infantaire®
Liquiprin®
Lopap®
Mapap®
Mardol®
Masophen®
Meda Cap®
Pain-Eze®
Panadol®
Panex®
Paramol®
Pediapap®
Q-Pap®
Redutemp®
Ridenol®
Silapap®
S-T Febrol®
Tactinal®
Tempra®
T-Panol®
Tycolene®
Tylenol®
Tylophen®
Uni-Ace®
Vitapap®",The brand name of acetaminophen is Tylenol.,"['Acetaminophen  should be taken  Exactly as directed on prescription or package label', 'Acetaminophen  is in class  Analgesics and Antipyretics', 'Acetaminophen  works by  Changing the way the body senses pain and cooling the body', 'Acetaminophen  used to relieve  Mild to moderate pain and reduce fever', 'Acetaminophen  available as  Various forms including Tablet Capsule Suspension etc.', 'Acetaminophen  may cause  Liver damage if taken in excess', 'Acetaminophen  can be combined with  Aspirin and Caffeine for Migraine headache']"
37,how does spiriva work,Tiotropium is in a class of medications called bronchodilators. It works by relaxing and opening the air passages to the lungs to make breathing easier.,Spiriva (Tiotropium Oral Inhalation) works by relaxing and opening air passages. It controls but does not cure COPD. It should be inhaled once a day and should not be used to take other medications. It should not be used to treat sudden wheezing or shortness of breath. It should be air dried for 24 hours after cleaning and should not be swallowed. It should be continued even if the patient feels well. It may take weeks to show full benefits and should not be flushed down the toilet.,"['Tiotropium Oral Inhalation  works by  Relaxing and opening air passages', 'Tiotropium Oral Inhalation  controls but does not cure  COPD', 'Tiotropium Oral Inhalation  should be inhaled  Once a day', 'Tiotropium Oral Inhalation  should not be used to take  Other medications', 'Tiotropium Oral Inhalation  should not be used  To treat sudden wheezing or shortness of breath  After washing until dry', 'Tiotropium Oral Inhalation  should be air dried  For 24 hours after cleaning', 'Tiotropium Oral Inhalation  should not be swallowed  Capsules', 'Tiotropium Oral Inhalation  should be continued even if  Patient feels well', 'Tiotropium Oral Inhalation  may take weeks to show  Full benefits', 'Tiotropium Oral Inhalation  should not be flushed  Down the toilet']"
38,how to wean off calan sr,Do not stop taking verapamil without talking to your doctor.,"To wean off Calan SR, gradual dose decrease is required to avoid withdrawal symptoms. Calan SR is a calcium channel blocker that relaxes blood vessels. It is important to follow a specific dosage regimen to ensure the effectiveness of other medications such as Ciprofloxacin and Dexamethasone Otic, Tocilizumab Injection, and Lidocaine Viscous.","['Withdrawal symptoms  require  Gradual dose decrease', 'Calcium channel blockers  relax  Blood vessels', 'Specific dosage  ensures  Effectiveness of Ciprofloxacin and Dexamethasone Otic  Effectiveness of Tocilizumab Injection  Effectiveness  effectiveness of Lidocaine Viscous']"
39,what is fentanyl,Fentanyl is in a class of medications called narcotic (opiate) analgesics. It works by changing the way the brain and nervous system respond to pain.,"Fentanyl should be used only for breakthrough cancer pain in tolerant patients. It may cause serious harm or death if used by unprescribed individuals. Fentanyl should be monitored for effectiveness and side effects, and requires monitoring for overdose symptoms, withdrawal symptoms, and breathing problems. It should be used with caution in older adults or malnourished individuals, and should be discontinued if severe side effects occur. Fentanyl should be stored out of reach of children and requires Naloxone for overdose, participation in a medication take back program, doctor enrollment in a prescribing program, patient acknowledgment of risks, and a Medication Guide. Fentanyl may decrease fertility in men and women.","['Fentanyl  should be used exactly as  Directed by healthcare provider', 'Fentanyl  may cause serious harm or death if used by  Unprescribed individuals', 'Fentanyl  should be monitored for  Effectiveness and side effects', 'Fentanyl  requires monitoring for  Overdose symptoms  Withdrawal symptoms  Breathing problems', 'Fentanyl  should be used with caution in  Older adults or malnourished individuals', 'Fentanyl  should be discontinued if  Severe side effects occur', 'Fentanyl  should be stored  Out of reach of children', 'Fentanyl  requires  Naloxone for overdose  Medication take back program  Doctor enrollment in prescribing program  Patient acknowledgment of risks  Medication Guide', 'Fentanyl  should be used only for  Breakthrough cancer pain in tolerant patients', 'Fentanyl  may decrease  Fertility in men and women']"
40,it is latanoprost a cholinergic?,Latanoprost ophthalmic is used to treat glaucoma (a condition in which increased pressure in the eye can lead to gradual loss of vision) and ocular hypertension (a condition which causes increased pressure in the eye). Latanoprost is in a class of medications called prostaglandin analogs.,"No, latanoprost is not a cholinergic.","['Latanoprost Ophthalmic  lowers  Eye Pressure by increasing fluid outflow', 'Latanoprost Ophthalmic  may cause  Eyelashes to grow longer and thicker', 'Latanoprost Ophthalmic  is used to treat  Glaucoma and Ocular Hypertension', 'Latanoprost Ophthalmic  may increase  Brown Pigmentation']"
41,how to give diazepam rectal gel,"1. Put the person having seizures on his/her side in a place where he/she cannot fall.2. Remove the protective cover from the syringe by pushing it up with your thumb and then pulling it off.3. Put lubricating jelly on the rectal tip.4. Turn the person on his/her side facing you, bend his/her upper leg forward, and separate his/her buttocks to expose the rectum.5. Gently insert the syringe tip into the rectum until the rim is snug against the rectal opening.6.Slowly count to 3 while pushing in the plunger until it stops.7. Slowly count to 3 again, and then remove the syringe from the rectum.8. Hold the buttocks together so the gel doesn't leak from the rectum, and slowly count to 3 before letting go.9. Keep the person on his/her side. Take note of what time diazepam rectal gel was given, and continue to watch the person.","To give Diazepam Rectal gel, the caregiver should be trained in administration. It should be stored at room temperature away from excess heat and moisture. Diazepam Rectal gel should not be used more than 5 times a month and should not be combined with alcohol or street drugs. It may cause drowsiness, physical dependence, and serious side effects requiring immediate medical attention. Diazepam Rectal gel is used to treat cluster seizures in epilepsy. In case of emergency, contact the Poison Control Helpline. Report any side effects to FDA MedWatch. Properly dispose of Diazepam Rectal gel to prevent misuse. If not effective, alternative treatments may be required.","['Diazepam Rectal  requires  Caregiver to be trained in administration  Emergency Medical Care if severe side effects occur  Gradual Dose Reduction to avoid Withdrawal Symptoms  Monitoring by Doctor for Dosage Adjustments', 'Diazepam Rectal  should be stored at  Room Temperature away from Excess Heat and Moisture', 'Diazepam Rectal  should not be used more than  5 times a month', 'Diazepam Rectal  should not be combined with  Alcohol or Street Drugs', 'Diazepam Rectal  may cause  Drowsiness  Physical Dependence  Serious Side Effects requiring immediate medical attention', 'Diazepam Rectal  used to treat  Cluster Seizures in Epilepsy', 'Diazepam Rectal  emergency contact  Poison Control Helpline', 'Diazepam Rectal  report side effects to  FDA MedWatch', 'Diazepam Rectal  should be disposed of  Properly to prevent misuse', 'Diazepam Rectal  may require  Alternative Treatments if not effective']"
42,how long should you use anti inflammatory gel,"Use topical diclofenac (Pennsaid, Voltaren) exactly as directed. Do not use more or less of it or use it more often or for a longer period of time than prescribed by your doctor.","Diclofenac Topical should be used for a maximum of 7 days. If it is not effective after 7 days, alternative treatments may be considered.","['Diclofenac Topical  should be discontinued if  severe side effects occur', 'Diclofenac Topical  should not be used during  pregnancy around 20 weeks or later', 'Alternative treatments  may be considered if  Diclofenac Topical is not effective after 7 days', 'Diclofenac Topical  is used to relieve  arthritis pain  osteoarthritis pain', 'Diclofenac Topical  should be applied to  clean dry skin', 'Diclofenac Topical  should not be applied to  broken skin  infected skin  skin with rash  swollen skin', 'Diclofenac Topical  may decrease  fertility', 'Diclofenac Topical  is also known as  Pennsaid  Voltaren Arthritis Pain', 'Diclofenac Topical  is used to treat  actinic keratosis', 'Side effects  should be reported to  FDA MedWatch Adverse Event Reporting program']"
43,how will i feel when taking memantine tablets,"Memantine is in a class of medications called NMDA receptor antagonists. It works by decreasing abnormal activity in the brain. Memantine may improve the ability to think and remember or may slow the loss of these abilities in people who have AD. However, memantine will not cure AD or prevent the loss of these abilities at some time in the future.","When taking memantine tablets, you may experience side effects such as dizziness, confusion, aggression, depression, headache, sleepiness, diarrhea, constipation, nausea, vomiting, weight gain, pain, or cough. Memantine is used to treat Alzheimer's disease symptoms by helping to control them, but it will not cure the disease. It works by decreasing abnormal brain activity and may improve your ability to think and remember. Memantine comes in tablet, solution, and extended-release capsule forms and is classified as an NMDA receptor antagonist. It may interact with medications such as Cimetidine, Sodium bicarbonate, Dextromethorphan, Ranitidine, and Nicotine.","[""Memantine  will not cure  Alzheimer's disease"", 'Memantine  can cause  side effects', 'Memantine  comes as  tablet solution and extended release capsule', ""Memantine  is used to treat  Alzheimer's disease symptoms"", 'Memantine  may improve  ability to think and remember', ""Memantine  helps control  Alzheimer's disease symptoms"", 'Memantine  works by  decreasing abnormal brain activity', 'Memantine  is a class of  NMDA receptor antagonists', 'Memantine  may cause  dizziness confusion aggression depression headache sleepiness diarrhea constipation nausea vomiting weight gain pain cough', 'Memantine  may interact with  Cimetidine  Sodium bicarbonate  Dextromethorphan  Ranitidine  Nicotine']"
44,what does metformin do,"Metformin helps to control the amount of glucose (sugar) in your blood. It decreases the amount of glucose you absorb from your food and the amount of glucose made by your liver. Metformin also increases your body's response to insulin, a natural substance that controls the amount of glucose in the blood. ","Metformin is used to treat Type 2 Diabetes. It decreases the absorption of glucose and increases the body's response to insulin. Metformin should be taken with meals and should not be split, chewed, or crushed if it is an extended-release formulation. It comes in various forms such as solution, extended-release tablet, and regular tablet. Metformin should not be taken by patients over 65 years old with a history of heart attack, coma, diabetic ketoacidosis, heart disease, kidney disease, liver disease, or stroke history. It may need to be temporarily stopped if the patient is having an x-ray procedure with dye injection or undergoing surgery or a major medical procedure.","['Metformin  is used to treat  Type 2 Diabetes', 'Metformin  is not used to treat  Type 1 Diabetes', 'Metformin  may require  discontinuation if severe side effects occur  specific dosage for effectiveness', 'Metformin  should not be split  chewed or crushed if extended release', 'Metformin  should be taken  with meals', 'Metformin  decreases absorption of  Glucose', 'Metformin  increases response to  Insulin', 'Metformin  comes as  Solution  Extended release Tablet  Regular Tablet', 'Metformin  should not be taken by  Patient over 65 years old with Heart Attack history  Patient with Coma history  Patient with Diabetic Ketoacidosis  Patient with Heart Disease  Patient with Kidney Disease  Patient with Liver Disease  Patient with Stroke history', 'Metformin  may need to be stopped temporarily  if having an x ray procedure with dye injection  if undergoing surgery or major medical procedure']"
