ID,Question,GT_Answer,SKnowGPT,Ranked_KG_output,output1_precision,output1_recall,output1_f1
27,how to inject insulin,"Your doctor will tell you which type(s) of insulin to use, how much insulin to use, and how often to inject insulin. Follow these directions carefully. Do not use more or less insulin or use it more often than prescribed by your doctor.","I'm an AI and I can't physically inject insulin, but I can guide you through the process. Here are the general steps:

1. Check the insulin: Make sure the insulin is not expired and has been stored properly, usually in a refrigerator.
2. Clean your hands and the injection site: Use soap and water to clean your hands. Wipe the injection site with an alcohol swab.
3. Load the insulin: If you're using a vial and syringe, draw air into the syringe equal to the amount of insulin you need, then inject it into the vial. Then turn the vial and syringe upside down and draw out the correct dose. If you're using an insulin pen, follow the manufacturer's instructions to load the insulin.
4. Inject the insulin: Pinch a fold of skin at the injection site. Insert the needle at a 45-degree angle (or vertical if instructed by your healthcare provider) and push the plunger to inject the insulin.
5. Remove the needle: After injecting the insulin, remove the needle from the skin and apply gentle pressure to the injection site with a cotton ball to prevent bruising.

Remember, the specifics of how to inject insulin can vary depending on the type of insulin and the device you're using. Always follow your healthcare provider's instructions. Also, never share needles or syringes.","['Human Insulin Injection  controls  blood sugar levels', 'Human Insulin Injection  is prescribed for  Type 1 Diabetes  Type 2 Diabetes', 'Human Insulin Injection  may cause  redness at injection site  weight gain  serious side effects such as rash and shortness of breath', 'Human Insulin Injection  may require  adjustment in dosage for patients with kidney problems', 'Human Insulin Injection  requires  specific dosage', 'Human Insulin Injection  can lead to complications such as  heart disease', 'Human Insulin Injection  must be stored in  refrigerator', 'Human Insulin Injection  should not be used with  alcohol', 'Patients with diabetes  should be monitored for  hyperglycemia while taking Aripiprazole']",0.8188217878341675,0.8671549558639526,0.8422955870628357
28,what to do if missed two days of thyroid medications,"Take the missed dose as soon as you remember it. However, if it is almost time for the next dose, skip the missed dose and continue your regular dosing schedule. Do not take a double dose to make up for a missed one. Tell your doctor if you miss two or more doses of thyroid in a row.","If you miss two days of thyroid medication, it is recommended to take the missed doses as soon as you remember. However, if it's close to the time for your next dose, skip the missed doses and continue with your regular dosing schedule. Do not take a double dose to make up for the missed ones. Regular monitoring of thyroid hormone levels is required while on this medication, and side effects should be reported to your healthcare provider. If you have any concerns, consult with your healthcare provider or pharmacist.","['Thyroid  should be taken  once a day before breakfast', 'Thyroid  requires monitoring for  side effects', 'Thyroid  may cause  headache  nausea  vomiting  difficulty sleeping  diarrhea  muscle weakness  flushing  irritability  weight loss  shaking  stomach cramps  hyperactivity  anxiety  increased appetite  fever  changes in menstrual cycle  temporary hair loss  serious side effects in people without thyroid condition', 'Thyroid  requires  regular monitoring of thyroid hormone levels', 'Thyroid  comes as a  tablet', 'Thyroid  works by  supplying thyroid hormone normally produced by the body', 'Thyroid  is used to treat  Hypothyroidism  Goiter', 'Thyroid  is contraindicated in  patients with normal thyroid glands for weight loss', 'Thyroid  should not be used to speed  weight loss in people without thyroid condition', 'Thyroid  interacts with  St. Johns wort  amphetamines  cholestyramine  colestipol  antacids  iron containing medications  salicylate pain relievers  strong iodine solution']",0.915717363357544,0.9433302879333496,0.9293187856674194
29,how to stop taking amlodipine,Continue to take amlodipine even if you feel well. Do not stop taking amlodipine without talking to your doctor.,"The information provided does not include instructions on how to stop taking Amlodipine. It's crucial to consult with the prescribing doctor before making any changes to the medication regimen. Abruptly stopping certain medications, like Amlodipine, can lead to withdrawal symptoms or a sudden worsening of the condition the drug is treating.","['Withdrawal symptoms  may include  anxiety memory problems seizures shaking', 'Amlodipine  requires  specific dosage adjustments for heart failure or liver disease', 'Amlodipine  does not cure  high blood pressure  angina  coronary artery disease', 'Amlodipine  should be taken  once a day', 'Amlodipine  increases  blood supply to the heart', 'Amlodipine  is used to treat  high blood pressure  angina  coronary artery disease', 'Amlodipine  should not be  flushed down the toilet', 'Amlodipine  is a  calcium channel blocker', 'Amlodipine  may be prescribed for  other uses', 'Amlodipine  lowers  blood pressure']",0.8625938892364502,0.9059075117111206,0.883720338344574
30,"why no side affects on hydromorphone listed, yet on reg inet they have a list?",Hydromorphone may cause side effects.,"The additional medical knowledge information provided does not include specific side effects for Hydromorphone. However, it does mention potential issues such as requiring discontinuation if serious side effects occur, the need to monitor for drug interactions and overdose symptoms, and possible harm to children if taken accidentally. Hydromorphone may cause serious breathing problems, life-threatening withdrawal symptoms in newborns if taken during pregnancy, and withdrawal symptoms if stopped suddenly. It should be used cautiously in older adults or those with weakened health. These points highlight some of the side effects and risks associated with Hydromorphone use.","['Hydromorphone  may require  discontinuation if serious side effects occur', 'Hydromorphone  is monitored for  potential drug interactions with other medications', 'Hydromorphone  is contraindicated in  patients with severe respiratory issues', 'Hydromorphone  may cause  serious breathing problems  life threatening withdrawal symptoms in newborn if taken during pregnancy', 'Hydromorphone  may lead to  withdrawal symptoms if stopped suddenly', 'Hydromorphone  should be used cautiously in  older adults or those with weakened health', 'Hydromorphone  requires monitoring for  overdose symptoms', 'Hydromorphone  may harm  children if taken accidentally', 'Hydromorphone  is a type of  opioid pain medication', 'Hydromorphone  is prescribed for  severe pain']",0.8210558891296387,0.8863159418106079,0.8524386882781982
31,can clots still occur when taking rivaroxaban,Rivaroxaban works by decreasing the clotting ability of the blood.,"Yes, clots can still occur when taking rivaroxaban. Rivaroxaban works by blocking the action of a natural substance that helps blood clots to form, but it does not eliminate the risk of all blood clots. It is used to help prevent strokes or serious blood clots in patients with atrial fibrillation and to treat and prevent deep vein thrombosis (DVT) and pulmonary embolism (PE). However, rivaroxaban may increase the risk of stroke if stopped in patients with atrial fibrillation and can interact with other anticoagulants, requiring monitoring. It also requires regular dosing and may cause serious side effects such as unusual bleeding or bruising.","['Rivaroxaban  increases risk of  stroke if stopped in patients with atrial fibrillation  blood clot formation with epidural or spinal anesthesia', 'Rivaroxaban  is used to help prevent  strokes or serious blood clots in patients with atrial fibrillation', 'Rivaroxaban  is used to prevent  DVT and PE from happening again', 'Rivaroxaban  works by blocking  the action of a natural substance that helps blood clots to form', 'Rivaroxaban  is effective in preventing  DVT and PE in post surgical patients', 'Rivaroxaban  is used to treat  deep vein thrombosis DVT  pulmonary embolism PE', 'Rivaroxaban  requires monitoring  when taken with other anticoagulants', 'Rivaroxaban  is taken  twice daily with food for 21 days  once daily with food after initial treatment for DVT or PE  once daily with the evening meal for atrial fibrillation  once daily after hip or knee replacement surgery', 'Rivaroxaban  is used along with  aspirin to lower risk of heart attack or stroke in CAD or PAD patients', 'Rivaroxaban  may cause  serious side effects requiring immediate medical attention  unusual bleeding or bruising']",0.8081972599029541,0.8925826549530029,0.8482965230941772
32,what is naproxen used for,"Prescription naproxen is used to relieve pain, tenderness, swelling, and stiffness caused by osteoarthritis (arthritis caused by a breakdown of the lining of the joints), rheumatoid arthritis (arthritis caused by swelling of the lining of the joints), juvenile arthritis (a form of joint disease in children), and ankylosing spondylitis (arthritis that mainly affects the spine). Prescription naproxen tablets, extended-release tablets, and suspension are also used to relieve shoulder pain caused by bursitis (inflammation of a fluid-filled sac in the shoulder joint), tendinitis (inflammation of the tissue that connects muscle to bone), gouty arthritis (attacks of joint pain caused by a build-up of certain substances in the joints), and pain from other causes, including menstrual pain (pain that happens before or during a menstrual period). Nonprescription naproxen is used to reduce fever and to relieve mild pain from headaches, muscle aches, arthritis, menstrual periods, the common cold, toothaches, and backaches. Naproxen is in a class of medications called NSAIDs. It works by stopping the body's production of a substance that causes pain, fever, and inflammation.","Naproxen is used to treat Osteoarthritis, Rheumatoid Arthritis, and Menstrual Pain. It may also be prescribed for Paget's Disease of Bone and Bartter Syndrome. Additionally, it may temporarily decrease fertility in women and can cause various side effects including Constipation, Headache, ulcers, bleeding, and holes in the esophagus or stomach problems. It should be taken at the same time every day with a full glass of water with food or milk to prevent nausea, and its effectiveness is ensured when taken as directed. Naproxen may interact with Anticoagulants, SSRIs, SNRIs, and should not be taken around or after 20 weeks of pregnancy with other NSAIDs unless directed by a Doctor. It requires specific dosage.","['Naproxen  is used to treat  Osteoarthritis  Rheumatoid Arthritis', 'Naproxen  is used to relieve  Menstrual Pain', 'Naproxen  is prescribed for  Pagets Disease of Bone  Bartter Syndrome', 'Naproxen  may temporarily decrease  fertility in women', 'Naproxen  may cause  Constipation  Headache  ulcers  bleeding  holes in the esophagus  stomach problems', 'Naproxen  should be taken  at the same time every day  with a full glass of water  with food or milk to prevent nausea', 'Naproxen  ensures  effectiveness when taken as directed', 'Naproxen  may interact with  Anticoagulants  SSRIs  SNRIs', 'Naproxen  should not be taken  around or after 20 weeks of pregnancy  with other NSAIDs unless directed by Doctor', 'Naproxen  requires  specific dosage']",0.8348730802536011,0.8291447162628174,0.8319990038871765
33,what is aldactazide used for,"The combination of spironolactone and hydrochlorothiazide is used to treat high blood pressure. This medication is also used to treat patients with edema (fluid retention) caused by various conditions, including heart, liver, or kidney disease. Spironolactone is in a class of medications called aldosterone receptor antagonists. It causes the kidneys to eliminate unneeded water and sodium from the body into the urine, but reduces the loss of potassium from the body. Hydrochlorothiazide is in a class of medications called diuretics (''water pills''). It works by causing the kidneys to get rid of unneeded water and salt from the body into the urine.","The drug Aldactazide is a combination of Hydrochlorothiazide and Spironolactone. Based on the information provided, Hydrochlorothiazide is used to treat high blood pressure, prevent kidney stones in patients with high calcium levels, and manage edema. Therefore, Aldactazide is likely used for similar purposes. However, without specific information about Aldactazide, I cannot provide a more detailed answer.","['Hydrochlorothiazide  is used to prevent  kidney stones in patients with high calcium levels', 'Hydrochlorothiazide  is used to treat  diabetes insipidus', 'Hydrochlorothiazide  is sometimes prescribed for  other uses as determined by a doctor', 'Hydrochlorothiazide  is effective for  controlling blood pressure', 'Hydrochlorothiazide  is prescribed for  high blood pressure  edema', 'Hydrochlorothiazide  is available in  tablet capsule and solution forms', 'Hydrochlorothiazide  works by  eliminating water and salt through urine', 'Hydrochlorothiazide  is a class of  diuretics', 'Hydrochlorothiazide  is a type of  diuretic', 'Hydrochlorothiazide  is contraindicated in  patients with kidney disease']",0.8828773498535156,0.8530738353729248,0.8677197694778442
34,how to use albuterol oral inhalation demonstration video,"To inhale the aerosol using an inhaler, follow these steps:
Remove the protective dust cap from the end of the mouthpiece. If the dust cap was not placed on the mouthpiece, check the mouthpiece for dirt or other objects. Be sure that the canister is fully and firmly inserted in the mouthpiece.
If you are using the inhaler for the first time or if you have not used the inhaler in more than 14 days, you will need to prime it. You may also need to prime the inhaler if it has been dropped. Ask your pharmacist or check the manufacturer's information if this happens. To prime the inhaler, shake it well and then press down on the canister 4 times to release 4 sprays into the air, away from your face. Be careful not to get albuterol in your eyes.
Shake the inhaler well.
Breathe out as completely as possible through your mouth.
Hold the canister with the mouthpiece on the bottom, facing you and the canister pointing upward. Place the open end of the mouthpiece into your mouth. Close your lips tightly around the mouthpiece.
Breathe in slowly and deeply through the mouthpiece.At the same time, press down once on the container to spray the medication into your mouth.
Try to hold your breath for 10 seconds. remove the inhaler, and breathe out slowly.
If you were told to use 2 puffs, wait 1 minute and then repeat steps 3-7.
Replace the protective cap on the inhaler.
Clean your inhaler regularly. Follow the manufacturer's directions carefully and ask your doctor or pharmacist if you have any questions about cleaning your inhaler.
To inhale the powder using the inhaler, follow these steps. Do not use the Respiclick inhaler with a spacer:
If you will be using a new inhaler for the first time, remove it from the foil wrapper. Look at the dose counter at the back of the inhaler and check that you see the number 200 in the window.
Holding the inhaler upright, with the cap on the bottom and the inhaler pointing upwards, load the dose by opening the protective dust cap at the end of the mouthpiece until it clicks. Do not open the cap unless you are ready to use the inhaler. Every time the protective cap is opened, a dose is ready to inhale. You will see the number in the dose counter go down. Do not waste doses by opening the inhaler unless you are inhaling a dose.
Breathe out as completely as possible through your mouth. Do not blow or exhale into the inhaler.
Place the mouthpiece between your lips well into your mouth. Close your lips tightly around the mouthpiece. Inhale slowly and deeply through your mouth. Do not breath in through your nose. Make sure that your fingers or lips do not block the vent above the mouthpiece.
Remove the inhaler from your mouth and hold your breath for 10 seconds or as long as you comfortably can. Do not blow or exhale through the inhaler.
Close the cap firmly over the mouthpiece.
If you are to inhale 2 puffs, repeat steps 2-6.
Keep the inhaler clean and dry at all times. To clean your inhaler, use a clean, dry tissue or cloth. Do not wash or put any part of your inhaler in water.
To inhale the solution using a nebulizer, follow these steps;
Remove one vial of albuterol solution from the foil pouch. Leave the rest of the vials in the pouch until you are ready to use them.
Look at the liquid in the vial. It should be clear and colorless. Do not use the vial if the liquid is cloudy or discolored.
Twist off the top of the vial and squeeze all of the liquid into the nebulizer reservoir. If you are using your nebulizer to inhale other medications, ask your doctor or pharmacist if you can place the other medications in the reservoir along with albuterol.
Connect the nebulizer reservoir to the mouthpiece or face mask.
Connect the nebulizer to the compressor.
Place the mouthpiece in your mouth or put on the face mask. Sit in an upright, comfortable position and turn on the compressor.
Breathe in calmly, deeply, and evenly for about 5-15 minutes until mist stops forming in the nebulizer chamber.
Clean your nebulizer regularly. Follow the manufacturer's directions carefully and ask your doctor or pharmacist if you have any questions about cleaning your nebulizer.","I cannot provide a demonstration video, but I can instruct you based on the provided information. To use Albuterol Oral Inhalation:

1. Use it as needed every 4 to 6 hours.
2. If using for the first time or after 14 days of non-use, prime the inhaler by releasing a test spray away from your face until a fine mist is produced.
3. Breathe out fully, then place the mouthpiece between your lips and close your lips around it.
4. Press down on the canister as you breathe in deeply and slowly through your mouth.
5. Hold your breath for about 10 seconds, then breathe out slowly.
6. Store the inhaler in a tightly closed container.

Use with caution if you have heart disease, high blood pressure, hyperthyroidism, diabetes, or seizures. It may interact with beta blockers, antidepressants, and MAO inhibitors, requiring monitoring for side effects. Possible side effects include nervousness, headache, nausea, vomiting, throat irritation, muscle pain, dry mouth, dizziness, excessive tiredness, difficulty sleeping, chest pain, and rapid heartbeat.","['Albuterol Oral Inhalation  is used to treat  difficulty breathing', 'Albuterol Oral Inhalation  is a bronchodilator  that relaxes and opens air passages to the lungs', 'Albuterol Oral Inhalation  should be used with caution if  the patient has a history of heart disease  the patient has high blood pressure  the patient has hyperthyroidism  the patient has diabetes  the patient has seizures', 'Albuterol Oral Inhalation  should be used every  4 to 6 hours as needed', 'Albuterol Oral Inhalation  is indicated for  asthma  chronic obstructive pulmonary disease COPD', 'Albuterol Oral Inhalation  is available under the brand names  Accuneb Proair HFA Proair Respiclick Proventil HFA Ventolin HFA', 'Albuterol Oral Inhalation  should be primed if  used for the first time or after 14 days of non use', 'Albuterol Oral Inhalation  may require  monitoring for side effects if used with beta blockers  monitoring for side effects if used with antidepressants  monitoring for side effects if used with MAO inhibitors', 'Albuterol Oral Inhalation  may cause  nervousness  headache  nausea  vomiting  throat irritation  muscle pain  dry mouth  dizziness  excessive tiredness  difficulty sleeping  chest pain', 'Albuterol Oral Inhalation  should be stored  in a tightly closed container']",0.8454904556274414,0.839077353477478,0.8422716856002808
35,why is pyridostigmine prescribed,Pyridostigmine is used to decrease muscle weakness resulting from myasthenia gravis.,"Pyridostigmine is used to treat Myasthenia gravis, a condition characterized by muscle weakness. It should be taken as directed by a doctor, usually once or twice a day with food or milk. The dosage is specific and should not be stopped without consulting the doctor. Pyridostigmine may cause side effects such as drowsiness and serious side effects. It comes in forms like extended-release tablets, regular tablets, and syrup, and is available under brand names Mestinon®, Mestinon® Syrup, and Mestinon® Timespan®. Pyridostigmine, as a cholinesterase inhibitor, may improve mental function.","['Pyridostigmine  is used to treat  Myasthenia gravis', 'Pyridostigmine  should be taken  Once twice or several times a day  As directed by doctor', 'Pyridostigmine  requires  Specific dosage', 'Pyridostigmine  may cause  Drowsiness  Side effects  Serious side effects', 'Pyridostigmine  is taken by  Mouth', 'Pyridostigmine  should be taken with  Food or milk', 'Pyridostigmine  should not be stopped without  Talking to doctor', 'Pyridostigmine  comes in forms  Extended release tablet  Regular tablet  Syrup', 'Pyridostigmine  is available under brand names  Mestinon® Mestinon® Syrup Mestinon® Timespan®', 'Cholinesterase inhibitors  may improve  mental function']",0.8157161474227905,0.9244365096092224,0.8666800856590271
36,what is brand name of acetaminophen,"Acephen Rectal Suppository®
Feverall Rectal Suppository®
Mapap Rectal Suppository®
Neopap Supprettes Rectal Suppository®
Uniserts Rectal Suppository®
Aceta®¶
Actamin®
Adprin B®
Anacin®
Apacet®
Apara®
Apra®
Conacetol®
Dolono®
Feverall®
Genapap®
Genebs®
Gericet®
Halenol®
Infantaire®
Liquiprin®
Lopap®
Mapap®
Mardol®
Masophen®
Meda Cap®
Pain-Eze®
Panadol®
Panex®
Paramol®
Pediapap®
Q-Pap®
Redutemp®
Ridenol®
Silapap®
S-T Febrol®
Tactinal®
Tempra®
T-Panol®
Tycolene®
Tylenol®
Tylophen®
Uni-Ace®
Vitapap®","A brand name for Acetaminophen is Tylenol®. Other brand names include Actamin®, Feverall®, Panadol®, Tempra, Quicklets®.","['Acetaminophen  is available under brand names  Actamin® Feverall® Panadol® Tempra Quicklets® Tylenol®', 'Acetaminophen  is also known as  APAP N acetyl para aminophenol Paracetamol', 'Acetaminophen  comes in forms of  tablet chewable tablet capsule suspension solution extended release tablet orally disintegrating tablet', 'Acetaminophen  is used to relieve  mild to moderate pain', 'Acetaminophen  is used to reduce  fever', 'Acetaminophen  requires  careful dosage to prevent overdose', 'Acetaminophen  may interact with  other medications for pain coughs fever and colds', 'Acetaminophen  should not be combined with  other products containing acetaminophen', 'Acetaminophen  may cause  liver damage  rash hives difficulty breathing', 'Acetaminophen  should not be given to children under  2 years with severe sore throat and fever']",0.824836254119873,0.7600741386413574,0.7911320924758911
37,how does spiriva work,Tiotropium is in a class of medications called bronchodilators. It works by relaxing and opening the air passages to the lungs to make breathing easier.,"Spiriva (Tiotropium Oral Inhalation) is used to treat chronic obstructive pulmonary disease (COPD). It's a bronchodilator, meaning it helps to relax muscles in the airways and increase air flow to the lungs. Spiriva does not cure COPD but controls its symptoms. It should not be used for sudden attacks of wheezing. It may take a few weeks to show full benefits. Spiriva may cause dry mouth and constipation, and it requires proper inhalation technique. It's administered using an inhaler.","['Tiotropium Oral Inhalation  is available under the brand name  Spiriva® HandiHaler®', 'Tiotropium Oral Inhalation  is used to treat  chronic obstructive pulmonary disease COPD', 'Tiotropium Oral Inhalation  controls  COPD but does not cure it', 'Tiotropium Oral Inhalation  is a type of  bronchodilator', 'Tiotropium Oral Inhalation  should not be used for  sudden attacks of wheezing', 'Tiotropium Oral Inhalation  is part of the combination product  Stiolto® Respimat®', 'Tiotropium Oral Inhalation  may cause  dry mouth  constipation', 'Tiotropium Oral Inhalation  requires  proper inhalation technique', 'Tiotropium Oral Inhalation  is administered using  inhaler', 'Tiotropium Oral Inhalation  may take  a few weeks to show full benefits']",0.845853328704834,0.9170684814453125,0.8800225257873535
38,how to wean off calan sr,Do not stop taking verapamil without talking to your doctor.,"Based on the provided medical knowledge information, there is no specific information about weaning off Calan SR (a medication containing the drug verapamil). The information includes details about various drugs and their dosages, but none of them pertain to Calan SR or its withdrawal. Therefore, I'm unable to provide advice on how to wean off Calan SR from this information. It's crucial to consult with a healthcare provider when making changes to a medication regimen to ensure safety and effectiveness.","['Withdrawal symptoms  may include  anxiety memory problems seizures shaking', 'Withdrawal symptoms  may occur if  Chlordiazepoxide is stopped suddenly', 'Specific dosage adjustments  may ensure  safety and effectiveness of Amlodipine', 'Withdrawal symptoms  may last  several weeks to more than 12 months', 'Specific dosages established by doctor  ensures  effectiveness of treatment', 'Careful dosage  ensures  safety and effectiveness of acetaminophen', 'Specific dosage adjustments  ensure  safety and effectiveness of Rivastigmine  effectiveness of Memantine', 'Specific dosage  ensures  effectiveness of Clotrimazole Vaginal  effectiveness of Dextroamphetamine  effectiveness of Aripiprazole  effectiveness of Azithromycin  effectiveness of Fluticasone and Vilanterol Oral Inhalation  effectiveness of Desonide Topical  effectiveness of Cyclobenzaprine  effectiveness  effectiveness of Amoxicillin and Clavulanic Acid  effectiveness of Pramipexole  effectiveness of Fluoxetine  effectiveness of fentanyl in pain management  effectiveness of Ciprofloxacin and Dexamethasone Otic  effectiveness of medication  effectiveness of Ezetimibe  effectiveness of Benazepril  effectiveness of Human Insulin Injection  effectiveness of Warfarin  Effectiveness of Pyridostigmine  effectiveness of Codeine  effectiveness of Propranolol']",0.8316296339035034,0.8962031602859497,0.8627097606658936
39,what is fentanyl,Fentanyl is in a class of medications called narcotic (opiate) analgesics. It works by changing the way the brain and nervous system respond to pain.,"Fentanyl is a medication used to treat breakthrough pain in cancer patients. It's habit-forming, especially with prolonged use, and can cause life-threatening breathing problems during the first 24 to 72 hours of treatment. It should only be prescribed by doctors experienced in treating cancer pain and not used for pain other than chronic cancer pain. Withdrawal symptoms can occur in newborns if used during pregnancy. Careful monitoring is required during treatment, and it should be disposed of through a medicine take-back program or flushed down the toilet if no program is available. It's also contraindicated for patients not tolerant to narcotic medications and should be stored out of reach of children.","['Fentanyl  is used to treat  breakthrough pain in cancer patients', 'Fentanyl  is habit forming  especially with prolonged use', 'Fentanyl  is contraindicated for  patients not tolerant to narcotic medications', 'Fentanyl  may cause  life threatening breathing problems especially during the first 24 to 72 hours of treatment  serious harm or death if used by someone not prescribed the medication  withdrawal symptoms in newborns if used during pregnancy', 'Fentanyl  should only be prescribed by  doctors experienced in treating cancer pain', 'Fentanyl  should not be used for  pain other than chronic cancer pain', 'Fentanyl  requires careful monitoring  by healthcare provider during treatment', 'Fentanyl  should not be prescribed if  the patient is not tolerant to narcotic medications', 'Fentanyl  should be disposed of  through a medicine take back program or flushed down the toilet if no program is available', 'Fentanyl  should be stored  out of reach of children and in a safe location']",0.8171494007110596,0.872204065322876,0.8437796831130981
40,it is latanoprost a cholinergic?,Latanoprost ophthalmic is used to treat glaucoma (a condition in which increased pressure in the eye can lead to gradual loss of vision) and ocular hypertension (a condition which causes increased pressure in the eye). Latanoprost is in a class of medications called prostaglandin analogs.,"No, latanoprost ophthalmic is not a cholinergic. It belongs to the class of prostaglandin analogs and is used to treat glaucoma and ocular hypertension by lowering pressure in the eye by increasing the flow of natural eye fluids.","['Latanoprost Ophthalmic  belongs to class of  prostaglandin analogs', 'Latanoprost Ophthalmic  is used to treat  glaucoma  ocular hypertension', 'Latanoprost Ophthalmic  lowers pressure in the eye by  increasing flow of natural eye fluids', 'Latanoprost Ophthalmic  should be stored in  refrigerator before opening', 'Latanoprost Ophthalmic  requires  consistent daily application for effectiveness', 'Latanoprost Ophthalmic  comes as  eye drops', 'Latanoprost Ophthalmic  may cause  side effects  changes in pigmentation of the iris if used in one eye', 'Latanoprost Ophthalmic  should be used  once a day in the evening', 'Latanoprost Ophthalmic  must be used with  at least 5 minutes between other topical eye medications', 'Latanoprost Ophthalmic  can be kept at room temperature for  6 weeks or 30 days after opening']",0.9147524237632751,0.9096848964691162,0.9122115969657898
41,how to give diazepam rectal gel,"1. Put the person having seizures on his/her side in a place where he/she cannot fall.2. Remove the protective cover from the syringe by pushing it up with your thumb and then pulling it off.3. Put lubricating jelly on the rectal tip.4. Turn the person on his/her side facing you, bend his/her upper leg forward, and separate his/her buttocks to expose the rectum.5. Gently insert the syringe tip into the rectum until the rim is snug against the rectal opening.6.Slowly count to 3 while pushing in the plunger until it stops.7. Slowly count to 3 again, and then remove the syringe from the rectum.8. Hold the buttocks together so the gel doesn't leak from the rectum, and slowly count to 3 before letting go.9. Keep the person on his/her side. Take note of what time diazepam rectal gel was given, and continue to watch the person.","Diazepam Rectal is administered via the rectal route, typically in the form of a gel (Diastat®). It's used for cluster seizures and requires caregiver training for administration. Please note that it is not recommended for patients with glaucoma, lung problems, or liver/kidney disease. Also, avoid using it with alcohol or street drugs. Monitor for serious symptoms as it has a warning of increased risk of serious breathing problems, sedation, or coma.","['Diazepam Rectal  is administered via  rectal', 'Diazepam Rectal  comes in form of  gel', 'Diazepam Rectal  is used for  cluster seizures', 'Diazepam Rectal  is not recommended for  patients with glaucoma lung problems or liver/kidney disease', 'Diazepam Rectal  requires  caregiver training for administration', 'Diazepam Rectal  has warning of  increased risk of serious breathing problems sedation or coma', 'Diazepam Rectal  is branded as  Diastat®', 'Diazepam Rectal  requires monitoring for  serious symptoms', 'Diazepam Rectal  belongs to class of  benzodiazepines', 'Diazepam Rectal  should not be used with  alcohol  street drugs']",0.8089054822921753,0.7965661883354187,0.802688479423523
42,how long should you use anti inflammatory gel,"Use topical diclofenac (Pennsaid, Voltaren) exactly as directed. Do not use more or less of it or use it more often or for a longer period of time than prescribed by your doctor.","The information provided does not include data on the duration of using Diclofenac Topical. It's important to follow the directions given by your healthcare provider or pharmacist. If you have further questions, please consult with them.","['Diclofenac Topical  should not be used after  20 weeks of pregnancy', 'side effects  include  redness  burning  swelling  diarrhea  stinging  irritation  dryness  hives  pain  sore throat', 'Diclofenac Topical  should not be used if  Recently had a heart attack', 'Diclofenac Topical  should not be used with  Alcohol  Other NSAIDs  Anticoagulants  SSRIs  SNRIs', 'Side Effects  include  Hives  Dryness  Redness  Itching  Swelling', 'Diclofenac Topical  should be stored at  Room temperature', 'Diclofenac Topical  should be applied to  Clean dry skin', 'Side effects  may include  headache  nausea  dizziness  lightheadedness  cough', 'Diclofenac Topical  should be disposed of through  Medicine take back program', 'Diclofenac Topical  may increase risk of  Serious cardiovascular events']",0.8700820207595825,0.8634465932846069,0.8667516112327576
43,how will i feel when taking memantine tablets,"Memantine is in a class of medications called NMDA receptor antagonists. It works by decreasing abnormal activity in the brain. Memantine may improve the ability to think and remember or may slow the loss of these abilities in people who have AD. However, memantine will not cure AD or prevent the loss of these abilities at some time in the future.","You may feel headache, nausea, vomiting, dizziness, or sleepiness after taking Memantine tablets. Some people also experience weight gain, confusion, aggression, depression, or pain anywhere in the body. Less common side effects include cough and redness, burning, swelling, diarrhea, stinging, irritation, dryness, hives, or pain at the application site. Memantine may improve your ability to think and remember. It is important to take Memantine exactly as directed and monitor for side effects. Memantine is prescribed for Alzheimer's disease and works by decreasing abnormal activity in the brain.","['Memantine  may cause  headache  nausea  vomiting  dizziness  side effects  weight gain  confusion  aggression  depression  sleepiness  pain anywhere in the body  cough', 'Memantine  may improve  ability to think and remember', 'Memantine  is available as  tablet  solution  extended release capsule', 'Memantine  works by  decreasing abnormal activity in the brain', 'Memantine  belongs to the class of  NMDA receptor antagonists', 'Memantine  requires monitoring for  side effects', 'Side effects  may include  headache  nausea  dizziness  lightheadedness  cough', 'Memantine  should be taken  exactly as directed', 'side effects  include  redness  burning  swelling  diarrhea  stinging  irritation  dryness  hives  pain  sore throat', 'Memantine  is prescribed for  Alzheimers disease']",0.8374830484390259,0.8803298473358154,0.8583720326423645
44,what does metformin do,"Metformin helps to control the amount of glucose (sugar) in your blood. It decreases the amount of glucose you absorb from your food and the amount of glucose made by your liver. Metformin also increases your body's response to insulin, a natural substance that controls the amount of glucose in the blood. ","Metformin helps control blood sugar levels, decreases glucose absorption from food, and increases the body's response to insulin. It is prescribed for Type 2 diabetes. Potential side effects include gastrointestinal issues like nausea and diarrhea, as well as an increased risk of lactic acidosis when combined with certain medications. Metformin should be taken with food, and its dosage may require adjustment based on kidney function and monitoring of blood sugar levels. It is not used to treat Type 1 diabetes.","['Metformin  helps to control  blood sugar levels', 'Metformin  decreases  glucose absorption from food', 'Metformin  increases  bodys response to insulin', 'Metformin  is prescribed for  Type 2 diabetes', 'Metformin  may cause  lactic acidosis  gastrointestinal side effects such as nausea and diarrhea', 'Metformin  may increase risk of  lactic acidosis when combined with certain medications', 'Metformin  may lead to  complications if blood sugar is not managed', 'Metformin  is not used to treat  Type 1 diabetes', 'Metformin  should be taken  with food to reduce gastrointestinal side effects', 'Metformin  may require  dosage adjustment based on kidney function  monitoring of blood sugar levels']",0.8669416308403015,0.9055981636047363,0.885848343372345
