ID,Question,GT_Answer,SKnowGPT,Ranked_KG_output,output1_precision,output1_recall,output1_f1
23,why prozac used,"Fluoxetine (Prozac) is used to treat depression, obsessive-compulsive disorder (bothersome thoughts that won't go away and the need to perform certain actions over and over), some eating disorders, and panic attacks (sudden, unexpected attacks of extreme fear and worry about these attacks).","Prozac (Fluoxetine) is used to treat depression. It should be taken once daily or twice daily for effectiveness. It is not effective for all patients, so alternative treatments may be considered. Prozac should not be taken with MAO inhibitors and may interact with St. John's wort and tryptophan. Specific dosages are required for effectiveness. Prozac may increase the risk of suicidal thoughts in patients under 24. Withdrawal symptoms may occur if Prozac is stopped suddenly, and severe side effects or overdose symptoms such as confusion, seizures, drowsiness, and affecting judgment may occur. Angle closure glaucoma is also a potential side effect of Prozac.","['Fluoxetine  should be taken  once daily or twice daily', 'Fluoxetine  is not effective  alternative treatments may be considered', 'Fluoxetine  should not be taken with  MAO inhibitors', 'Fluoxetine  may interact with  St. Johns wort and tryptophan', 'Fluoxetine  requires  specific dosage for effectiveness', 'Fluoxetine  may increase risk of  suicidal thoughts in patients under 24', 'Depression  is a  side effect of Memantine', 'Fluoxetine  may cause  withdrawal symptoms if stopped suddenly  severe side effects  overdose symptoms such as confusion or seizures  drowsiness and affect judgment  angle closure glaucoma']",0.8192135095596313,0.8308493494987488,0.824990451335907
24,what type of drug is amphetamine,"Amphetamine (Adzenys ER, Adzenys XR, Dyanavel XR, Evekeo) is used as part of a treatment program to control symptoms of attention deficit hyperactivity disorder (ADHD; more difficulty focusing, controlling actions, and remaining still or quiet than other people who are the same age) in adults and children. Amphetamine (Evekeo) is used to treat narcolepsy (a sleep disorder that causes excessive daytime sleepiness and sudden attacks of sleep). Amphetamine (Evekeo) is also used for a limited period of time (a few weeks) along with a reduced calorie diet and an exercise plan for weight loss in obese people unable to lose weight. Amphetamine is in a class of medications called central nervous system stimulants. It works by changing the amounts of certain natural substances in the brain.","Amphetamine is a stimulant drug that comes in forms of tablet, liquid, and extended-release capsule. It should be taken by mouth with or without food. Amphetamine is habit-forming and should be monitored by a doctor. It should not be prescribed to patients with a history of heart problems and should not be taken with MAO inhibitors. Amphetamine is not effective for treating excessive tiredness not caused by narcolepsy, and alternative treatments may be considered.","['Dextroamphetamine  requires  specific dosage', 'Dextroamphetamine  should be monitored by  doctor', 'Dextroamphetamine  is habit forming  true', 'Dextroamphetamine  is not effective  alternative treatments may be considered', 'Dextroamphetamine  should be stored  in a safe place', 'Dextroamphetamine  should not be prescribed to  patients with a history of heart problems', 'Dextroamphetamine  comes in forms of  tablet  liquid  extended release capsule', 'Dextroamphetamine  should be taken  with or without food  by mouth', 'Dextroamphetamine  should not be taken with  MAO inhibitors', 'Dextroamphetamine  should not be used to treat  excessive tiredness not caused by narcolepsy']",0.8592761158943176,0.8232790231704712,0.8408924341201782
25,how to come off citalopram,"If you suddenly stop taking citalopram, you may experience withdrawal symptoms such as mood changes, irritability, agitation, dizziness, numbness, tingling or electric shock-like sensations in the hands or feet, anxiety, confusion, headache, tiredness, nausea, sweating, shaking, and difficulty falling asleep or staying asleep. Do not stop taking citalopram without talking to your doctor. Your doctor will probably decrease your dose gradually.","To come off citalopram, it is important to follow the guidance of a healthcare provider. Citalopram may cause withdrawal symptoms if suddenly stopped, so it is typically recommended to gradually reduce the dosage under medical supervision to minimize these effects. It is important to monitor for any mental health changes during this process.","['Citalopram  requires monitoring for  mental health changes', 'Citalopram  is taken  once daily', 'Citalopram  should not be taken by  children younger than 18 years of age unless deemed necessary by a doctor', 'Citalopram  may require  discontinuation if severe side effects occur', 'Citalopram  should not be taken with  alcohol', 'Citalopram  is used to treat  Depression', 'Citalopram  may cause withdrawal symptoms if  suddenly stopped', 'Citalopram  belongs to the class of  Selective Serotonin Reuptake Inhibitors SSRIs', 'Citalopram  may cause  suicidal thoughts in children teenagers and young adults  new or worsening depression or suicidal thoughts', 'Citalopram  should be stored  at room temperature and away from excess heat and moisture']",0.8909029960632324,0.8488587737083435,0.8693727850914001
26,wetting in pants after penicillin shot?,Penicillin G benzathine and penicillin G procaine injection may cause side effects.,There is no direct information linking wetting in pants to a penicillin shot in the provided medical knowledge information.,"['Human Insulin Injection  should not be used with  alcohol', 'Human Insulin Injection  must be stored in  refrigerator', 'Human Insulin Injection  may cause  redness at injection site  weight gain  serious side effects such as rash and shortness of breath', 'Human Insulin Injection  is prescribed for  Type 1 Diabetes  Type 2 Diabetes', 'Human Insulin Injection  can lead to complications such as  heart disease', 'Human Insulin Injection  requires  specific dosage', 'Human Insulin Injection  controls  blood sugar levels', 'Human Insulin Injection  may require  adjustment in dosage for patients with kidney problems']",0.8368437886238098,0.8372384905815125,0.8370410799980164
27,how to inject insulin,"Your doctor will tell you which type(s) of insulin to use, how much insulin to use, and how often to inject insulin. Follow these directions carefully. Do not use more or less insulin or use it more often than prescribed by your doctor.","To inject insulin, follow these steps:
1. Wash your hands with soap and water.
2. Check the insulin bottle for any abnormalities or changes in appearance.
3. Clean the rubber stopper of the insulin bottle with an alcohol swab.
4. Draw the correct dose of insulin into the syringe.
5. Pinch the skin at the injection site.
6. Insert the needle into the skin at a 90-degree angle.
7. Inject the insulin slowly and steadily.
8. Remove the needle and dispose of it properly.
9. Do not rub the injection site.
10. Store the insulin in the refrigerator as directed.

Remember to follow your healthcare provider's instructions and seek medical advice if you experience any side effects or complications.","['Human Insulin Injection  requires  specific dosage', 'Human Insulin Injection  is prescribed for  Type 1 Diabetes  Type 2 Diabetes', 'Human Insulin Injection  controls  blood sugar levels', 'Human Insulin Injection  may cause  redness at injection site  weight gain  serious side effects such as rash and shortness of breath', 'Human Insulin Injection  can lead to complications such as  heart disease', 'Human Insulin Injection  should not be used with  alcohol', 'Human Insulin Injection  must be stored in  refrigerator', 'Human Insulin Injection  may require  adjustment in dosage for patients with kidney problems', 'Patients with diabetes  should be monitored for  hyperglycemia while taking Aripiprazole']",0.835789680480957,0.8683513402938843,0.8517594337463379
28,what to do if missed two days of thyroid medications,"Take the missed dose as soon as you remember it. However, if it is almost time for the next dose, skip the missed dose and continue your regular dosing schedule. Do not take a double dose to make up for a missed one. Tell your doctor if you miss two or more doses of thyroid in a row.","If you missed two days of thyroid medication, it is important to resume taking the medication as soon as possible. However, do not take a double dose to make up for the missed days. Just continue with your regular once-a-day dosage before breakfast. If you have any concerns or experience any side effects, consult your healthcare provider for further guidance.","['Thyroid  comes as a  tablet', 'Thyroid  should be taken  once a day before breakfast', 'Thyroid  requires monitoring for  side effects', 'Thyroid  should not be used to speed  weight loss in people without thyroid condition', 'Thyroid  should not be taken with  amphetamines', 'Thyroid  is classified as  thyroid agent', 'Thyroid  works by  supplying thyroid hormone normally produced by the body', 'Thyroid  requires  regular monitoring of thyroid hormone levels', 'Thyroid  interacts with  St. Johns wort  amphetamines  cholestyramine  colestipol  antacids  iron containing medications  salicylate pain relievers  strong iodine solution', 'Thyroid  is contraindicated in  patients with normal thyroid glands for weight loss']",0.8854588270187378,0.8994245529174805,0.8923870325088501
29,how to stop taking amlodipine,Continue to take amlodipine even if you feel well. Do not stop taking amlodipine without talking to your doctor.,"To stop taking amlodipine, it is important to consult with your healthcare provider. Amlodipine should not be abruptly discontinued as it may lead to rebound hypertension or other adverse effects. Your healthcare provider will provide guidance on how to safely taper off the medication based on your individual health needs.","['Amlodipine  should be taken  once a day', 'Amlodipine  may be prescribed for  other uses', 'Amlodipine  is a  calcium channel blocker', 'Amlodipine  should not be  flushed down the toilet', 'Amlodipine  lowers  blood pressure', 'Amlodipine  requires  specific dosage adjustments for heart failure or liver disease', 'Amlodipine  is used to treat  high blood pressure  angina  coronary artery disease', 'Amlodipine  increases  blood supply to the heart', 'Amlodipine  does not cure  high blood pressure  angina  coronary artery disease', 'Amlodipine  is available in  tablet form  oral solution form  suspension form']",0.8765755891799927,0.9167914390563965,0.896232545375824
30,"why no side affects on hydromorphone listed, yet on reg inet they have a list?",Hydromorphone may cause side effects.,"The side effects of hydromorphone are not listed because the focus is on the specific instructions and precautions for its safe use. Hydromorphone may require discontinuation if serious side effects occur, specific dosage for effectiveness, monitoring for overdose symptoms, should not be taken with alcohol, may lead to withdrawal symptoms if stopped suddenly, should be used cautiously in older adults or those with weakened health, and is monitored by a doctor during treatment.","['Hydromorphone  may require  discontinuation if serious side effects occur', 'Hydromorphone  is disposed of by  flushing down the toilet if outdated', 'Hydromorphone  requires  specific dosage for effectiveness', 'Hydromorphone  requires monitoring for  overdose symptoms', 'Hydromorphone  should not be taken with  alcohol', 'Hydromorphone  is not refillable  prescription', 'Hydromorphone  may lead to  withdrawal symptoms if stopped suddenly', 'Hydromorphone  is stored  out of reach of children', 'Hydromorphone  should be used cautiously in  older adults or those with weakened health', 'Hydromorphone  is monitored by  doctor during treatment']",0.8109172582626343,0.8818858861923218,0.844913899898529
31,can clots still occur when taking rivaroxaban,Rivaroxaban works by decreasing the clotting ability of the blood.,"Yes, clots can still occur when taking rivaroxaban. It is important to follow your doctor's instructions and continue monitoring for any signs of unusual bleeding or bruising while on this medication.","['Rivaroxaban  is used to help prevent  strokes or serious blood clots in patients with atrial fibrillation', 'Rivaroxaban  works by blocking  the action of a natural substance that helps blood clots to form', 'Rivaroxaban  is used to prevent  DVT and PE from happening again', 'Rivaroxaban  may cause  serious side effects requiring immediate medical attention  unusual bleeding or bruising', 'Rivaroxaban  is contraindicated with  certain medications that may cause bleeding', 'Rivaroxaban  is in a class of medications called  factor Xa inhibitors', 'Rivaroxaban  may be substituted with  another anticoagulant if discontinued', 'Rivaroxaban  should be monitored for  side effects during treatment', 'Rivaroxaban  should not be stopped  without talking to your doctor', 'Rivaroxaban  requires monitoring  when taken with other anticoagulants']",0.8427545428276062,0.8685154914855957,0.8554410934448242
32,what is naproxen used for,"Prescription naproxen is used to relieve pain, tenderness, swelling, and stiffness caused by osteoarthritis (arthritis caused by a breakdown of the lining of the joints), rheumatoid arthritis (arthritis caused by swelling of the lining of the joints), juvenile arthritis (a form of joint disease in children), and ankylosing spondylitis (arthritis that mainly affects the spine). Prescription naproxen tablets, extended-release tablets, and suspension are also used to relieve shoulder pain caused by bursitis (inflammation of a fluid-filled sac in the shoulder joint), tendinitis (inflammation of the tissue that connects muscle to bone), gouty arthritis (attacks of joint pain caused by a build-up of certain substances in the joints), and pain from other causes, including menstrual pain (pain that happens before or during a menstrual period). Nonprescription naproxen is used to reduce fever and to relieve mild pain from headaches, muscle aches, arthritis, menstrual periods, the common cold, toothaches, and backaches. Naproxen is in a class of medications called NSAIDs. It works by stopping the body's production of a substance that causes pain, fever, and inflammation.","Naproxen is used to relieve menstrual pain and to treat osteoarthritis and rheumatoid arthritis. It should be taken at the same time every day with a full glass of water, with food or milk to prevent nausea. It should not be taken with aspirin and should not be taken around or after 20 weeks of pregnancy with other NSAIDs unless directed by a doctor. Naproxen has a risk of heart attack and may temporarily decrease fertility in women. It requires specific dosage and should be monitored by a doctor.","['Naproxen  ensures  effectiveness when taken as directed', 'Naproxen  should not be taken with  Aspirin', 'Naproxen  should not be taken  around or after 20 weeks of pregnancy  with other NSAIDs unless directed by Doctor', 'Naproxen  should be monitored by  Doctor', 'Naproxen  requires  specific dosage', 'Naproxen  is used to relieve  Menstrual Pain', 'Naproxen  is used to treat  Osteoarthritis  Rheumatoid Arthritis', 'Naproxen  should be taken  at the same time every day  with a full glass of water  with food or milk to prevent nausea', 'Naproxen  has a risk of  Heart Attack', 'Naproxen  may temporarily decrease  fertility in women']",0.8472033143043518,0.8208605051040649,0.8338239192962646
33,what is aldactazide used for,"The combination of spironolactone and hydrochlorothiazide is used to treat high blood pressure. This medication is also used to treat patients with edema (fluid retention) caused by various conditions, including heart, liver, or kidney disease. Spironolactone is in a class of medications called aldosterone receptor antagonists. It causes the kidneys to eliminate unneeded water and sodium from the body into the urine, but reduces the loss of potassium from the body. Hydrochlorothiazide is in a class of medications called diuretics (''water pills''). It works by causing the kidneys to get rid of unneeded water and salt from the body into the urine.",Aldactazide is used to treat diabetes insipidus.,"['Hydrochlorothiazide  is sometimes prescribed for  other uses as determined by a doctor', 'Hydrochlorothiazide  is a type of  diuretic', 'Hydrochlorothiazide  is available in  tablet capsule and solution forms', 'Hydrochlorothiazide  requires  specific dosage for effectiveness  regular blood pressure checks', 'Hydrochlorothiazide  works by  eliminating water and salt through urine', 'Hydrochlorothiazide  should be taken  once or twice a day', 'Hydrochlorothiazide  is used to treat  diabetes insipidus', 'Hydrochlorothiazide  is a class of  diuretics', 'Hydrochlorothiazide  should not be flushed  down the toilet', 'Hydrochlorothiazide  should be stored  at room temperature away from moisture']",0.8394241333007812,0.8047252297401428,0.8217085599899292
34,how to use albuterol oral inhalation demonstration video,"To inhale the aerosol using an inhaler, follow these steps:
Remove the protective dust cap from the end of the mouthpiece. If the dust cap was not placed on the mouthpiece, check the mouthpiece for dirt or other objects. Be sure that the canister is fully and firmly inserted in the mouthpiece.
If you are using the inhaler for the first time or if you have not used the inhaler in more than 14 days, you will need to prime it. You may also need to prime the inhaler if it has been dropped. Ask your pharmacist or check the manufacturer's information if this happens. To prime the inhaler, shake it well and then press down on the canister 4 times to release 4 sprays into the air, away from your face. Be careful not to get albuterol in your eyes.
Shake the inhaler well.
Breathe out as completely as possible through your mouth.
Hold the canister with the mouthpiece on the bottom, facing you and the canister pointing upward. Place the open end of the mouthpiece into your mouth. Close your lips tightly around the mouthpiece.
Breathe in slowly and deeply through the mouthpiece.At the same time, press down once on the container to spray the medication into your mouth.
Try to hold your breath for 10 seconds. remove the inhaler, and breathe out slowly.
If you were told to use 2 puffs, wait 1 minute and then repeat steps 3-7.
Replace the protective cap on the inhaler.
Clean your inhaler regularly. Follow the manufacturer's directions carefully and ask your doctor or pharmacist if you have any questions about cleaning your inhaler.
To inhale the powder using the inhaler, follow these steps. Do not use the Respiclick inhaler with a spacer:
If you will be using a new inhaler for the first time, remove it from the foil wrapper. Look at the dose counter at the back of the inhaler and check that you see the number 200 in the window.
Holding the inhaler upright, with the cap on the bottom and the inhaler pointing upwards, load the dose by opening the protective dust cap at the end of the mouthpiece until it clicks. Do not open the cap unless you are ready to use the inhaler. Every time the protective cap is opened, a dose is ready to inhale. You will see the number in the dose counter go down. Do not waste doses by opening the inhaler unless you are inhaling a dose.
Breathe out as completely as possible through your mouth. Do not blow or exhale into the inhaler.
Place the mouthpiece between your lips well into your mouth. Close your lips tightly around the mouthpiece. Inhale slowly and deeply through your mouth. Do not breath in through your nose. Make sure that your fingers or lips do not block the vent above the mouthpiece.
Remove the inhaler from your mouth and hold your breath for 10 seconds or as long as you comfortably can. Do not blow or exhale through the inhaler.
Close the cap firmly over the mouthpiece.
If you are to inhale 2 puffs, repeat steps 2-6.
Keep the inhaler clean and dry at all times. To clean your inhaler, use a clean, dry tissue or cloth. Do not wash or put any part of your inhaler in water.
To inhale the solution using a nebulizer, follow these steps;
Remove one vial of albuterol solution from the foil pouch. Leave the rest of the vials in the pouch until you are ready to use them.
Look at the liquid in the vial. It should be clear and colorless. Do not use the vial if the liquid is cloudy or discolored.
Twist off the top of the vial and squeeze all of the liquid into the nebulizer reservoir. If you are using your nebulizer to inhale other medications, ask your doctor or pharmacist if you can place the other medications in the reservoir along with albuterol.
Connect the nebulizer reservoir to the mouthpiece or face mask.
Connect the nebulizer to the compressor.
Place the mouthpiece in your mouth or put on the face mask. Sit in an upright, comfortable position and turn on the compressor.
Breathe in calmly, deeply, and evenly for about 5-15 minutes until mist stops forming in the nebulizer chamber.
Clean your nebulizer regularly. Follow the manufacturer's directions carefully and ask your doctor or pharmacist if you have any questions about cleaning your nebulizer.","To use Albuterol Oral Inhalation, follow these steps:
1. Dispose of the inhaler through a medicine take back program when no longer needed.
2. Prime the inhaler if it is being used for the first time or after 14 days of non-use.
3. Use the inhaler every 4 to 6 hours as needed to treat difficulty breathing.
4. Store the inhaler in a tightly closed container.
5. Do not use the inhaler if you experience severe side effects.
6. Prime the inhaler if it has been dropped.
7. Albuterol Oral Inhalation is indicated for asthma and chronic obstructive pulmonary disease (COPD).
8. Monitor for side effects if using Albuterol Oral Inhalation with beta blockers, antidepressants, or MAO inhibitors.","['Albuterol Oral Inhalation  should be disposed of  through a medicine take back program', 'Albuterol Oral Inhalation  is a bronchodilator  that relaxes and opens air passages to the lungs', 'Albuterol Oral Inhalation  should be used every  4 to 6 hours as needed', 'Albuterol Oral Inhalation  should be primed if  used for the first time or after 14 days of non use', 'Albuterol Oral Inhalation  is used to treat  difficulty breathing', 'Albuterol Oral Inhalation  should be stored  in a tightly closed container', 'Albuterol Oral Inhalation  should not be used if  the patient experiences severe side effects', 'Albuterol Oral Inhalation  should be primed  if it has been dropped', 'Albuterol Oral Inhalation  is indicated for  asthma  chronic obstructive pulmonary disease COPD', 'Albuterol Oral Inhalation  may require  monitoring for side effects if used with beta blockers  monitoring for side effects if used with antidepressants  monitoring for side effects if used with MAO inhibitors']",0.8509197235107422,0.8187254071235657,0.8345121741294861
35,why is pyridostigmine prescribed,Pyridostigmine is used to decrease muscle weakness resulting from myasthenia gravis.,"Pyridostigmine is prescribed to treat Myasthenia gravis. It comes in forms such as extended-release tablets, regular tablets, and syrup. It should be taken as directed by the doctor, with food or milk, and stored at room temperature. Pyridostigmine may cause drowsiness and other side effects, so it should not be stopped without talking to the doctor. It requires a specific dosage and is taken by mouth. It is available under brand names Mestinon®, Mestinon® Syrup, and Mestinon® Timespan®.","['Pyridostigmine  should be taken  Once twice or several times a day  As directed by doctor', 'Pyridostigmine  should be taken with  Food or milk', 'Pyridostigmine  should be stored at  Room temperature', 'Pyridostigmine  may cause  Drowsiness  Side effects  Serious side effects', 'Pyridostigmine  is used to treat  Myasthenia gravis', 'Pyridostigmine  comes in forms  Extended release tablet  Regular tablet  Syrup', 'Pyridostigmine  should not be stopped without  Talking to doctor', 'Pyridostigmine  requires  Specific dosage', 'Pyridostigmine  is taken by  Mouth', 'Pyridostigmine  is available under brand names  Mestinon® Mestinon® Syrup Mestinon® Timespan®']",0.8162370920181274,0.9091353416442871,0.8601852655410767
36,what is brand name of acetaminophen,"Acephen Rectal Suppository®
Feverall Rectal Suppository®
Mapap Rectal Suppository®
Neopap Supprettes Rectal Suppository®
Uniserts Rectal Suppository®
Aceta®¶
Actamin®
Adprin B®
Anacin®
Apacet®
Apara®
Apra®
Conacetol®
Dolono®
Feverall®
Genapap®
Genebs®
Gericet®
Halenol®
Infantaire®
Liquiprin®
Lopap®
Mapap®
Mardol®
Masophen®
Meda Cap®
Pain-Eze®
Panadol®
Panex®
Paramol®
Pediapap®
Q-Pap®
Redutemp®
Ridenol®
Silapap®
S-T Febrol®
Tactinal®
Tempra®
T-Panol®
Tycolene®
Tylenol®
Tylophen®
Uni-Ace®
Vitapap®","The brand names of acetaminophen are Actamin®, Feverall®, Panadol®, Tempra Quicklets®, and Tylenol®.","['Acetaminophen  is used to relieve  mild to moderate pain', 'Acetaminophen  is available under brand names  Actamin® Feverall® Panadol® Tempra Quicklets® Tylenol®', 'Acetaminophen  should not be given to children under  2 years with severe sore throat and fever', 'Acetaminophen  comes in forms of  tablet chewable tablet capsule suspension solution extended release tablet orally disintegrating tablet', 'Acetaminophen  is also known as  APAP N acetyl para aminophenol Paracetamol', 'Acetaminophen  should not be combined with  other products containing acetaminophen', 'Acetaminophen  may interact with  other medications for pain coughs fever and colds', 'Acetaminophen  is used to reduce  fever', 'Acetaminophen  may cause  liver damage  rash hives difficulty breathing', 'Acetaminophen  may be used for  osteoarthritis']",0.822306752204895,0.759113073348999,0.7894473075866699
37,how does spiriva work,Tiotropium is in a class of medications called bronchodilators. It works by relaxing and opening the air passages to the lungs to make breathing easier.,Spiriva (Tiotropium Oral Inhalation) is a type of bronchodilator that controls COPD but does not cure it. It should be inhaled once a day using an inhaler. It may take a few weeks to show full benefits.,"['Tiotropium Oral Inhalation  is available under the brand name  Spiriva® HandiHaler®', 'Tiotropium Oral Inhalation  comes as a  capsule', 'Tiotropium Oral Inhalation  controls  COPD but does not cure it', 'Tiotropium Oral Inhalation  should be inhaled  once a day', 'Tiotropium Oral Inhalation  is administered using  inhaler', 'Tiotropium Oral Inhalation  may take  a few weeks to show full benefits', 'Tiotropium Oral Inhalation  is part of the combination product  Stiolto® Respimat®', 'Tiotropium Oral Inhalation  requires  proper inhalation technique', 'Tiotropium Oral Inhalation  is a type of  bronchodilator', 'Tiotropium Oral Inhalation  may cause  dry mouth  constipation']",0.8536058664321899,0.8866943120956421,0.8698355555534363
38,how to wean off calan sr,Do not stop taking verapamil without talking to your doctor.,"To wean off Calan SR, it is important to follow specific dosage adjustments established by your doctor. Abruptly stopping Calan SR can lead to withdrawal symptoms, which may include anxiety, memory problems, seizures, and shaking. Your doctor will provide a tapering schedule to gradually reduce the dosage over time to ensure safety and effectiveness of the treatment. Withdrawal symptoms may last several weeks to more than 12 months, so it is important to follow your doctor's guidance closely during this process.","['Withdrawal symptoms  may last  several weeks to more than 12 months', 'Specific dosage adjustments  may ensure  safety and effectiveness of Amlodipine', 'Withdrawal symptoms  may include  anxiety memory problems seizures shaking', 'Specific dosages established by doctor  ensures  effectiveness of treatment', 'Specific dosage adjustments  ensure  safety and effectiveness of Rivastigmine  effectiveness of Memantine', 'Withdrawal symptoms  may occur if  Chlordiazepoxide is stopped suddenly', 'Careful dosage  ensures  safety and effectiveness of acetaminophen', 'Specific dosage  ensures  effectiveness of Clotrimazole Vaginal  effectiveness of Dextroamphetamine  effectiveness of Aripiprazole  effectiveness of Azithromycin  effectiveness of Fluticasone and Vilanterol Oral Inhalation  effectiveness of Desonide Topical  effectiveness of Cyclobenzaprine  effectiveness  effectiveness of Amoxicillin and Clavulanic Acid  effectiveness of Pramipexole  effectiveness of Fluoxetine  effectiveness of fentanyl in pain management  effectiveness of Ciprofloxacin and Dexamethasone Otic  effectiveness of medication  effectiveness of Ezetimibe  effectiveness of Benazepril  effectiveness of Human Insulin Injection  effectiveness of Warfarin  Effectiveness of Pyridostigmine  effectiveness of Codeine  effectiveness of Propranolol']",0.8266328573226929,0.8687317371368408,0.8471595644950867
39,what is fentanyl,Fentanyl is in a class of medications called narcotic (opiate) analgesics. It works by changing the way the brain and nervous system respond to pain.,"Fentanyl is a potent narcotic medication used to treat breakthrough pain in cancer patients. It should only be prescribed by doctors experienced in treating cancer pain and requires careful monitoring during treatment. Fentanyl should not be prescribed if the patient is not tolerant to narcotic medications and should be stored out of reach of children in a safe location. It should be discontinued if the patient experiences severe side effects and is contraindicated for patients not tolerant to narcotic medications. Fentanyl may cause life-threatening breathing problems, especially during the first 24 to 72 hours of treatment, and serious harm or death if used by someone not prescribed the medication. It should be disposed of through a medicine take-back program or flushed down the toilet if no program is available.","['Fentanyl  should not be prescribed if  the patient is not tolerant to narcotic medications', 'Fentanyl  should be stored  out of reach of children and in a safe location', 'Fentanyl  requires careful monitoring  by healthcare provider during treatment', 'Fentanyl  should be discontinued if  the patient experiences severe side effects', 'Fentanyl  should only be prescribed by  doctors experienced in treating cancer pain', 'Fentanyl  is contraindicated for  patients not tolerant to narcotic medications', 'Fentanyl  may cause  life threatening breathing problems especially during the first 24 to 72 hours of treatment  serious harm or death if used by someone not prescribed the medication  withdrawal symptoms in newborns if used during pregnancy', 'Fentanyl  should be disposed of  through a medicine take back program or flushed down the toilet if no program is available', 'Fentanyl  requires  specific dosage for effectiveness', 'Fentanyl  is used to treat  breakthrough pain in cancer patients']",0.8145941495895386,0.8705121278762817,0.8416253328323364
40,it is latanoprost a cholinergic?,Latanoprost ophthalmic is used to treat glaucoma (a condition in which increased pressure in the eye can lead to gradual loss of vision) and ocular hypertension (a condition which causes increased pressure in the eye). Latanoprost is in a class of medications called prostaglandin analogs.,"No, latanoprost ophthalmic is not a cholinergic. It belongs to the class of prostaglandin analogs and works by increasing the flow of natural eye fluids to lower pressure in the eye.","['Latanoprost Ophthalmic  comes as  eye drops', 'Latanoprost Ophthalmic  should be used  once a day in the evening', 'Latanoprost Ophthalmic  belongs to class of  prostaglandin analogs', 'Latanoprost Ophthalmic  requires  consistent daily application for effectiveness', 'Latanoprost Ophthalmic  must be used with  at least 5 minutes between other topical eye medications', 'Latanoprost Ophthalmic  lowers pressure in the eye by  increasing flow of natural eye fluids', 'Latanoprost Ophthalmic  can be kept at room temperature for  6 weeks or 30 days after opening', 'Latanoprost Ophthalmic  may cause  side effects  changes in pigmentation of the iris if used in one eye', 'Latanoprost Ophthalmic  is used to treat  glaucoma  ocular hypertension', 'Latanoprost Ophthalmic  should be stored in  refrigerator before opening']",0.8986084461212158,0.8768287897109985,0.8875850439071655
41,how to give diazepam rectal gel,"1. Put the person having seizures on his/her side in a place where he/she cannot fall.2. Remove the protective cover from the syringe by pushing it up with your thumb and then pulling it off.3. Put lubricating jelly on the rectal tip.4. Turn the person on his/her side facing you, bend his/her upper leg forward, and separate his/her buttocks to expose the rectum.5. Gently insert the syringe tip into the rectum until the rim is snug against the rectal opening.6.Slowly count to 3 while pushing in the plunger until it stops.7. Slowly count to 3 again, and then remove the syringe from the rectum.8. Hold the buttocks together so the gel doesn't leak from the rectum, and slowly count to 3 before letting go.9. Keep the person on his/her side. Take note of what time diazepam rectal gel was given, and continue to watch the person.","To give Diazepam Rectal gel:
1. Ensure monitoring for serious symptoms is in place.
2. Caregiver training for administration is required.
3. Do not exceed more than 5 uses per month.
4. Avoid use with certain opiate medications.
5. Be aware of the warning of increased risk of serious breathing problems, sedation, or coma.
6. Do not use with alcohol or street drugs.
7. Diazepam Rectal comes in the form of a gel.
8. Administer via the rectal route.
9. Diazepam Rectal is branded as Diastat®.","['Diazepam Rectal  requires monitoring for  serious symptoms', 'Diazepam Rectal  requires  caregiver training for administration', 'Diazepam Rectal  should not be used more than  5 times a month', 'Diazepam Rectal  is contraindicated with  certain opiate medications', 'Diazepam Rectal  has warning of  increased risk of serious breathing problems sedation or coma', 'Diazepam Rectal  should not be used with  alcohol  street drugs', 'Diazepam Rectal  may cause  physical dependence', 'Diazepam Rectal  comes in form of  gel', 'Diazepam Rectal  is administered via  rectal', 'Diazepam Rectal  is branded as  Diastat®']",0.8316786289215088,0.8013104200363159,0.8162121176719666
42,how long should you use anti inflammatory gel,"Use topical diclofenac (Pennsaid, Voltaren) exactly as directed. Do not use more or less of it or use it more often or for a longer period of time than prescribed by your doctor.","Diclofenac Topical should be used for as long as prescribed by your doctor. It should be applied to clean, dry skin and requires monitoring by a doctor to ensure proper usage and effectiveness.","['Diclofenac Topical  comes in  1.5% topical solution  2% topical solution  1% gel', 'Diclofenac Topical  should not be used after  20 weeks of pregnancy', 'Diclofenac Topical  should be disposed of through  Medicine take back program', 'Diclofenac Topical  should be stored at  Room temperature', 'Diclofenac Topical  should be applied to  Clean dry skin', 'If Desonide Topical is ineffective  then  consider alternative treatments', 'Diclofenac Topical  should not be applied to  Broken skin', 'Diclofenac Topical  requires monitoring by  Doctor', 'Diclofenac Topical  may decrease  Fertility in women', 'Diclofenac Topical  has a risk of  Heart attack  Stroke']",0.8846368789672852,0.8700164556503296,0.8772658109664917
